"ident",  "country", "latitude_deg", "longitude_deg"
DUTEE, SOUTH CAROLINA, 34.0919, -79.8056
DUYAL, SOUTH CAROLINA, 33.8472, -80.725
DWYTE, SOUTH CAROLINA, 34.2611, -79.2667
DYANA, SOUTH CAROLINA, 34.6914, -82.4442
EAGAL, SOUTH CAROLINA, 33.8569, -81.8303
EASTO, SOUTH CAROLINA, 33.8539, -80.72
EBPAM, SOUTH CAROLINA, 33.9969, -79.625
EBPEP, SOUTH CAROLINA, 33.8419, -81.3667
EDNAH, SOUTH CAROLINA, 32.8194, -79.7614
EDURE, SOUTH CAROLINA, 33.7833, -81.2953
EECEE, SOUTH CAROLINA, 34.4447, -81.6494
EEGAL, SOUTH CAROLINA, 33.9108, -80.5236
EFFAY, SOUTH CAROLINA, 34.2583, -80.5103
EGADE, SOUTH CAROLINA, 34.5319, -81.8519
EGULE, SOUTH CAROLINA, 33.9061, -80.7847
EHAXY, SOUTH CAROLINA, 34.9478, -81.4108
EKITE, SOUTH CAROLINA, 32.3892, -80.6819
ELLID, SOUTH CAROLINA, 34.7567, -82.6094
ELLOT, SOUTH CAROLINA, 34.2647, -80.2261
ELMSZ, SOUTH CAROLINA, 33.6767, -79.2997
EMCET, SOUTH CAROLINA, 34.1614, -80.8367
ENANE, SOUTH CAROLINA, 33.4172, -81.5575
ENUGE, SOUTH CAROLINA, 33.9178, -81.0181
EPAZE, SOUTH CAROLINA, 32.86, -81.0939
EPOLE, SOUTH CAROLINA, 32.5142, -80.4214
EQBEG, SOUTH CAROLINA, 35.0119, -81.1592
ERNIE, SOUTH CAROLINA, 33.7269, -80.9772
EROMY, SOUTH CAROLINA, 32.3094, -80.8464
ESENT, SOUTH CAROLINA, 32.1578, -80.9175
ESTRR, SOUTH CAROLINA, 35.0008, -81.5928
ESVAC, SOUTH CAROLINA, 34.2067, -79.5028
ETMIF, SOUTH CAROLINA, 34.7447, -79.85
EYILA, SOUTH CAROLINA, 34.7236, -80.2161
EYPAD, SOUTH CAROLINA, 34.52, -81.5053
EZAFY, SOUTH CAROLINA, 33.085, -80.7953
FABAG, SOUTH CAROLINA, 33.8914, -80.8972
FAIRA, SOUTH CAROLINA, 34.3208, -81.1036
FAMGO, SOUTH CAROLINA, 33.5956, -81.8936
FARRL, SOUTH CAROLINA, 32.5906, -80.8553
FARUL, SOUTH CAROLINA, 34.7692, -82.3503
FASNO, SOUTH CAROLINA, 34.0453, -80.4106
FATBI, SOUTH CAROLINA, 34.6861, -82.8444
FATED, SOUTH CAROLINA, 34.8558, -80.8317
FATSU, SOUTH CAROLINA, 33.4453, -81.4639
FAWMU, SOUTH CAROLINA, 33.6708, -79.2389
FEBDI, SOUTH CAROLINA, 34.6822, -81.2586
FEDKO, SOUTH CAROLINA, 33.125, -80.5944
FEDLU, SOUTH CAROLINA, 33.7953, -80.4492
FEGIM, SOUTH CAROLINA, 32.9956, -80.0219
FEMTE, SOUTH CAROLINA, 34.3708, -81.5844
FEPID, SOUTH CAROLINA, 32.7053, -80.1417
FEPIM, SOUTH CAROLINA, 32.6408, -80.5781
FESJY, SOUTH CAROLINA, 32.9811, -79.8056
FESOM, SOUTH CAROLINA, 33.2939, -81.6836
FETBY, SOUTH CAROLINA, 34.7069, -81.1772
FETIP, SOUTH CAROLINA, 32.8964, -79.8794
FEXEM, SOUTH CAROLINA, 32.1261, -80.9633
FFNSH, SOUTH CAROLINA, 34.4075, -80.2219
FFORD, SOUTH CAROLINA, 33.5994, -79.8167
FIBBR, SOUTH CAROLINA, 34.6875, -80.4192
FIBRO, SOUTH CAROLINA, 33.4403, -81.8261
FILLI, SOUTH CAROLINA, 33.8547, -79.7658
FIPAJ, SOUTH CAROLINA, 34.6633, -82.8069
FISHO, SOUTH CAROLINA, 33.2794, -81.4119
FISIK, SOUTH CAROLINA, 34.1278, -81.8594
FITLO, SOUTH CAROLINA, 33.0286, -80.3464
FIVPI, SOUTH CAROLINA, 34.7347, -81.5786
FLLGG, SOUTH CAROLINA, 34.0039, -79.9836
FLYNT, SOUTH CAROLINA, 33.0811, -81.2297
FOBAR, SOUTH CAROLINA, 34.8792, -81.1806
FOFIN, SOUTH CAROLINA, 32.145, -80.7428
FOFXU, SOUTH CAROLINA, 34.7539, -80.7858
FOKAV, SOUTH CAROLINA, 34.1083, -79.395
FOLGI, SOUTH CAROLINA, 33.6011, -80.7061
FOLVY, SOUTH CAROLINA, 33.5253, -80.2336
FONLU, SOUTH CAROLINA, 33.7389, -81.8286
FOORT, SOUTH CAROLINA, 34.8519, -82.5839
FOSSS, SOUTH CAROLINA, 32.3761, -80.8647
FOUND, SOUTH CAROLINA, 34.8103, -82.0694
FOURD, SOUTH CAROLINA, 33.28, -79.62
FOWBU, SOUTH CAROLINA, 34.4972, -79.8397
FRACK, SOUTH CAROLINA, 34.2708, -79.7217
FRANS, SOUTH CAROLINA, 34.6886, -80.0781
FREEK, SOUTH CAROLINA, 35.0594, -81.1211
FREST, SOUTH CAROLINA, 34.7758, -82.1064
FRIES, SOUTH CAROLINA, 32.2311, -80.7936
FULON, SOUTH CAROLINA, 32.5403, -81.0792
FUMMA, SOUTH CAROLINA, 32.4283, -80.5797
GAATR, SOUTH CAROLINA, 32.8075, -79.9683
GABLE, SOUTH CAROLINA, 34.1292, -80.3414
GACEC, SOUTH CAROLINA, 33.3178, -81.0136
GAFFE, SOUTH CAROLINA, 35.0939, -81.5564
GAGEY, SOUTH CAROLINA, 34.7003, -83.2475
GAMCK, SOUTH CAROLINA, 34.0453, -81.0183
GANDT, SOUTH CAROLINA, 33.7725, -81.715
GAPNY, SOUTH CAROLINA, 33.8725, -78.6481
GAPTE, SOUTH CAROLINA, 33.3781, -81.8992
GATPE, SOUTH CAROLINA, 33.8978, -80.5303
GAUGH, SOUTH CAROLINA, 34.1383, -80.2003
GAYLR, SOUTH CAROLINA, 32.4228, -80.7808
GAZEL, SOUTH CAROLINA, 31.9981, -80.7864
GEBLL, SOUTH CAROLINA, 34.8906, -82.3472
GECHE, SOUTH CAROLINA, 32.9142, -80.3914
GEGDE, SOUTH CAROLINA, 32.7072, -79.7703
GELEC, SOUTH CAROLINA, 34.1475, -80.1289
GEMVE, SOUTH CAROLINA, 32.3744, -80.2611
GEVCE, SOUTH CAROLINA, 33.5778, -79.6736
GIBLE, SOUTH CAROLINA, 32.6953, -80.1969
GILFN, SOUTH CAROLINA, 34.7956, -80.9669
GINNE, SOUTH CAROLINA, 33.1258, -79.9728
GINNN, SOUTH CAROLINA, 35.0425, -81.4686
GISTS, SOUTH CAROLINA, 33.005, -80.3197
GIYEG, SOUTH CAROLINA, 32.9417, -79.7947
GMAST, SOUTH CAROLINA, 33.7286, -81.2894
GMCKS, SOUTH CAROLINA, 32.7797, -80.0503
GMSTR, SOUTH CAROLINA, 32.7317, -79.5111
GOADD, SOUTH CAROLINA, 34.195, -79.4203
GOBAC, SOUTH CAROLINA, 34.0792, -79.9661
GOCEL, SOUTH CAROLINA, 34.1794, -79.7956
GODDY, SOUTH CAROLINA, 33.5475, -80.2917
GORAM, SOUTH CAROLINA, 32.4642, -80.5261
GOTEY, SOUTH CAROLINA, 33.4933, -81.2708
GRAZE, SOUTH CAROLINA, 33.7428, -81.9056
GREAT, SOUTH CAROLINA, 34.4569, -81.0081
GRECI, SOUTH CAROLINA, 33.2617, -80.4219
GRNET, SOUTH CAROLINA, 34.0264, -80.985
GRONK, SOUTH CAROLINA, 33.4075, -81.1122
GRWIG, SOUTH CAROLINA, 34.8278, -82.2667
GUCRE, SOUTH CAROLINA, 34.8156, -81.2636
GULLA, SOUTH CAROLINA, 32.9381, -80.4992
GURGE, SOUTH CAROLINA, 32.4839, -81.2114
GURSH, SOUTH CAROLINA, 34.7011, -81.5086
GUTQO, SOUTH CAROLINA, 34.7522, -82.6475
GUYEY, SOUTH CAROLINA, 33.0514, -80.6844
GYPAD, SOUTH CAROLINA, 32.2303, -80.7531
HAINT, SOUTH CAROLINA, 35.1753, -82.4219
HALEE, SOUTH CAROLINA, 32.9036, -80.1878
HALJO, SOUTH CAROLINA, 34.9919, -82.015
HAMEL, SOUTH CAROLINA, 33.8531, -78.6597
HAMLN, SOUTH CAROLINA, 34.3589, -80.7783
HARAB, SOUTH CAROLINA, 33.2297, -80.8981
HARAY, SOUTH CAROLINA, 35.1292, -81.7614
HAROR, SOUTH CAROLINA, 33.9094, -80.5236
HASID, SOUTH CAROLINA, 32.8842, -80.0447
HAVPI, SOUTH CAROLINA, 33.9094, -80.5956
HAXEX, SOUTH CAROLINA, 34.1814, -79.3375
HAXIB, SOUTH CAROLINA, 33.3739, -81.0875
HAXOL, SOUTH CAROLINA, 32.7522, -80.2706
HAYNY, SOUTH CAROLINA, 33.5528, -81.1747
HEFKA, SOUTH CAROLINA, 32.8519, -79.7703
HEKAM, SOUTH CAROLINA, 34.9269, -80.9106
HELEV, SOUTH CAROLINA, 35.0231, -82.5942
HENIG, SOUTH CAROLINA, 32.1714, -80.8036
HERGO, SOUTH CAROLINA, 33.6939, -81.5947
HERMN, SOUTH CAROLINA, 33.1867, -79.9556
HETEB, SOUTH CAROLINA, 34.7458, -81.1872
HETIL, SOUTH CAROLINA, 32.9878, -80.6631
HETIN, SOUTH CAROLINA, 32.9086, -81.2372
HEVIT, SOUTH CAROLINA, 33.3772, -81.6864
HIBDO, SOUTH CAROLINA, 33.2617, -80.94
HIBID, SOUTH CAROLINA, 33.6417, -82.0256
HIDBA, SOUTH CAROLINA, 34.9142, -82.3467
HIDEE, SOUTH CAROLINA, 33.9192, -80.9086
HIKAB, SOUTH CAROLINA, 34.9189, -82.8486
HIKAL, SOUTH CAROLINA, 33.3147, -81.5747
HIKEL, SOUTH CAROLINA, 33.3431, -81.4203
HILEM, SOUTH CAROLINA, 34.2422, -82.25
HILMI, SOUTH CAROLINA, 33.5094, -80.8747
HILTU, SOUTH CAROLINA, 32.2239, -80.7019
HINTZ, SOUTH CAROLINA, 34.1697, -79.7467
HIPTI, SOUTH CAROLINA, 33.3669, -80.8364
HIRKO, SOUTH CAROLINA, 32.3322, -80.8781
HIRUR, SOUTH CAROLINA, 33.6508, -79.6211
HITNI, SOUTH CAROLINA, 35.1825, -81.8886
HMMPY, SOUTH CAROLINA, 34.8028, -80.8603
HOBEN, SOUTH CAROLINA, 34.2275, -79.7231
HOBOB, SOUTH CAROLINA, 32.7881, -81.4089
HODEK, SOUTH CAROLINA, 33.0872, -79.7642
HODIL, SOUTH CAROLINA, 32.7625, -80.1111
HOLII, SOUTH CAROLINA, 32.805, -80.0761
HOMOL, SOUTH CAROLINA, 33.9658, -81.0794
HONAP, SOUTH CAROLINA, 32.66, -80.2242
HOPKI, SOUTH CAROLINA, 33.9078, -80.8697
HOPOD, SOUTH CAROLINA, 32.3786, -80.28
HORIM, SOUTH CAROLINA, 33.2353, -81.1867
HORIR, SOUTH CAROLINA, 33.1058, -81.2147
HORUX, SOUTH CAROLINA, 34.2106, -81.8553
HOSGI, SOUTH CAROLINA, 33.9397, -79.7567
HOWEL, SOUTH CAROLINA, 32.6061, -80.5867
HUDKO, SOUTH CAROLINA, 32.7856, -81.0222
HUDUR, SOUTH CAROLINA, 34.8311, -82.3022
HUKAG, SOUTH CAROLINA, 32.705, -80.0117
HULNO, SOUTH CAROLINA, 34.6267, -82.7758
HUMAG, SOUTH CAROLINA, 33.8258, -80.59
HUNDO, SOUTH CAROLINA, 32.1369, -80.7475
HUNEX, SOUTH CAROLINA, 34.9258, -80.9272
HUPNI, SOUTH CAROLINA, 34.9939, -81.1472
HURTO, SOUTH CAROLINA, 34.255, -82.0672
HURVO, SOUTH CAROLINA, 33.4461, -80.9469
HUSNY, SOUTH CAROLINA, 34.6036, -81.1508
HUTEM, SOUTH CAROLINA, 33.9047, -80.7828
HUVSA, SOUTH CAROLINA, 34.4008, -82.6814
HUXOS, SOUTH CAROLINA, 34.0767, -79.5672
IBANE, SOUTH CAROLINA, 33.0417, -80.1308
IBAYE, SOUTH CAROLINA, 34.4042, -80.3797
IBUNE, SOUTH CAROLINA, 34.4522, -81.5106
ICASY, SOUTH CAROLINA, 34.6664, -82.2519
ICEJO, SOUTH CAROLINA, 34.3231, -80.1589
ICONS, SOUTH CAROLINA, 34.6206, -80.9725
ICUTE, SOUTH CAROLINA, 33.05, -81.4017
IDEBE, SOUTH CAROLINA, 34.3661, -79.6478
IDIFI, SOUTH CAROLINA, 33.1058, -80.6992
IDILE, SOUTH CAROLINA, 33.0531, -79.9764
IGARY, SOUTH CAROLINA, 32.5781, -80.3767
IKICO, SOUTH CAROLINA, 34.935, -81.0436
IKUPY, SOUTH CAROLINA, 33.9047, -81.1519
ILBEE, SOUTH CAROLINA, 34.3114, -81.0186
ILEYO, SOUTH CAROLINA, 34.9125, -82.2192
ILMUH, SOUTH CAROLINA, 35.0908, -81.3381
ILQAP, SOUTH CAROLINA, 34.1417, -79.3672
IMOVE, SOUTH CAROLINA, 34.1736, -79.8567
IMUXY, SOUTH CAROLINA, 33.1911, -81.22
INARE, SOUTH CAROLINA, 32.9469, -80.4378
INECA, SOUTH CAROLINA, 34.0408, -79.7433
INLET, SOUTH CAROLINA, 33.3925, -79.3317
INSIW, SOUTH CAROLINA, 34.6853, -80.4281
IPETE, SOUTH CAROLINA, 32.7767, -79.8972
IROPY, SOUTH CAROLINA, 34.965, -81.9978
ISLLE, SOUTH CAROLINA, 32.7497, -79.5711
IVANS, SOUTH CAROLINA, 34.3342, -82.4636
IVETE, SOUTH CAROLINA, 33.7553, -79.1764
IWAKE, SOUTH CAROLINA, 34.85, -82.4625
IXEVE, SOUTH CAROLINA, 32.7511, -80.1394
IXTIN, SOUTH CAROLINA, 33.1297, -81.4469
IYDAD, SOUTH CAROLINA, 34.8783, -81.2211
IYPET, SOUTH CAROLINA, 34.7786, -79.7358
JAADE, SOUTH CAROLINA, 33.9781, -81.2853
JAAMM, SOUTH CAROLINA, 32.3083, -80.6489
JAARD, SOUTH CAROLINA, 32.8428, -80.1147
JABTO, SOUTH CAROLINA, 32.4056, -80.7978
JACKE, SOUTH CAROLINA, 32.7303, -80.2803
JADLA, SOUTH CAROLINA, 34.9022, -82.9167
JADOT, SOUTH CAROLINA, 34.8433, -82.12
JADVO, SOUTH CAROLINA, 33.9631, -80.4761
JAGAP, SOUTH CAROLINA, 32.6322, -80.8694
JAGOS, SOUTH CAROLINA, 33.6644, -81.9033
JAISN, SOUTH CAROLINA, 32.7608, -79.8594
JAPON, SOUTH CAROLINA, 34.7472, -83.2258
JAPTU, SOUTH CAROLINA, 34.6117, -80.015
JARYY, SOUTH CAROLINA, 33.7292, -80.8883
JASRI, SOUTH CAROLINA, 33.2853, -80.7128
JATBU, SOUTH CAROLINA, 33.6936, -78.9017
JAYLN, SOUTH CAROLINA, 32.9081, -79.8911
JCEEE, SOUTH CAROLINA, 33.0017, -80.0792
JCOLE, SOUTH CAROLINA, 34.4403, -80.1006
JEDDI, SOUTH CAROLINA, 33.6633, -80.7303
JEENS, SOUTH CAROLINA, 34.3561, -80.505
JEERS, SOUTH CAROLINA, 34.3792, -79.8217
JEKDA, SOUTH CAROLINA, 32.7892, -79.9953
JENAK, SOUTH CAROLINA, 33.6247, -81.0081
JENDA, SOUTH CAROLINA, 34.9794, -80.915
JENDO, SOUTH CAROLINA, 33.8375, -81.3039
JEPUL, SOUTH CAROLINA, 32.3819, -80.8953
JERAK, SOUTH CAROLINA, 33.0719, -80.2672
JERBO, SOUTH CAROLINA, 32.36, -80.7422
JERIN, SOUTH CAROLINA, 33.8561, -80.0408
JETTE, SOUTH CAROLINA, 32.4356, -80.5269
JIBUD, SOUTH CAROLINA, 33.7072, -81.0664
JIDUV, SOUTH CAROLINA, 33.8006, -79.1428
JIKOM, SOUTH CAROLINA, 33.1614, -81.2703
JIKPA, SOUTH CAROLINA, 34.8586, -82.1417
JILBI, SOUTH CAROLINA, 33.4253, -80.8972
JIMOM, SOUTH CAROLINA, 34.9231, -81.5703
JINOB, SOUTH CAROLINA, 33.9631, -79.3692
JISEX, SOUTH CAROLINA, 34.0964, -80.6872
JIVPO, SOUTH CAROLINA, 33.7264, -81.7297
JJAAY, SOUTH CAROLINA, 32.9997, -80.1139
JMACK, SOUTH CAROLINA, 33.9883, -78.9664
JOBOP, SOUTH CAROLINA, 32.7, -80.1075
JODKI, SOUTH CAROLINA, 33.6564, -79.7769
JOEEM, SOUTH CAROLINA, 34.5719, -81.6978
JOESZ, SOUTH CAROLINA, 33.7708, -80.6353
JOGED, SOUTH CAROLINA, 34.67, -82.4539
JOGLI, SOUTH CAROLINA, 33.0817, -79.8333
JOGSA, SOUTH CAROLINA, 34.0525, -80.6178
JOINT, SOUTH CAROLINA, 33.8669, -79.3231
JOKER, SOUTH CAROLINA, 33.8381, -81.9061
JOKIN, SOUTH CAROLINA, 32.7458, -80.0656
JOKIX, SOUTH CAROLINA, 33.7333, -78.9417
JOKVA, SOUTH CAROLINA, 34.8622, -82.2442
JOKZU, SOUTH CAROLINA, 34.4019, -81.4303
JONAP, SOUTH CAROLINA, 34.2444, -79.4967
JONZE, SOUTH CAROLINA, 34.7519, -81.5164
JOTEG, SOUTH CAROLINA, 34.7225, -82.6542
JOVIM, SOUTH CAROLINA, 33.7303, -80.74
JOVIS, SOUTH CAROLINA, 33.6858, -81.9839
JROSS, SOUTH CAROLINA, 32.7111, -80.6272
JSSTN, SOUTH CAROLINA, 34.0869, -81.1925
JUDKY, SOUTH CAROLINA, 34.78, -82.35
JUDUX, SOUTH CAROLINA, 34.5856, -79.7267
JUKAK, SOUTH CAROLINA, 34.7267, -81.3506
JUKAL, SOUTH CAROLINA, 34.4092, -80.1467
JUKLI, SOUTH CAROLINA, 33.2475, -79.3908
JUMEG, SOUTH CAROLINA, 34.0319, -79.6439
JUMUB, SOUTH CAROLINA, 33.6633, -80.7303
JUPVI, SOUTH CAROLINA, 33.1897, -80.0361
JURDI, SOUTH CAROLINA, 34.7292, -79.8444
JUSEE, SOUTH CAROLINA, 33.5147, -80.7319
JUTEL, SOUTH CAROLINA, 33.6456, -82.1308
JUXER, SOUTH CAROLINA, 33.5442, -81.6311
JYMSE, SOUTH CAROLINA, 33.5469, -80.3519
KABEE, SOUTH CAROLINA, 34.6608, -80.1628
KACCE, SOUTH CAROLINA, 34.3386, -80.3175
KAMRE, SOUTH CAROLINA, 33.6189, -81.0736
KASKE, SOUTH CAROLINA, 32.7178, -80.7336
KAVNE, SOUTH CAROLINA, 33.6614, -80.8133
KAVPY, SOUTH CAROLINA, 34.4503, -80.1297
KEBKE, SOUTH CAROLINA, 33.6183, -82.1672
KECKS, SOUTH CAROLINA, 35.0825, -81.1231
KELLN, SOUTH CAROLINA, 34.5258, -82.1711
KELRE, SOUTH CAROLINA, 33.3939, -81.8086
KICKY, SOUTH CAROLINA, 34.4681, -80.9633
KIMLY, SOUTH CAROLINA, 34.6708, -82.7528
KIMMY, SOUTH CAROLINA, 33.2731, -79.5025
KINYE, SOUTH CAROLINA, 33.6278, -81.7339
KIPYE, SOUTH CAROLINA, 34.2139, -79.5386
KISTN, SOUTH CAROLINA, 33.7389, -81.8711
KITHA, SOUTH CAROLINA, 33.0814, -81.3031
KIVPE, SOUTH CAROLINA, 33.7672, -79.7792
KJ15U, SOUTH CAROLINA, 32.5, -80
KJ18U, SOUTH CAROLINA, 33, -80
KJ21U, SOUTH CAROLINA, 33.5, -80
KJ24U, SOUTH CAROLINA, 34, -80
KJ27U, SOUTH CAROLINA, 34.5, -80
KKAYE, SOUTH CAROLINA, 32.3686, -80.865
KMBEE, SOUTH CAROLINA, 32.7314, -79.8381
KOENG, SOUTH CAROLINA, 33.8522, -80.5222
KOFRR, SOUTH CAROLINA, 34.4458, -80.6325
KOKRE, SOUTH CAROLINA, 34.9661, -82.2967
KONEY, SOUTH CAROLINA, 32.2836, -81.0231
KOOKE, SOUTH CAROLINA, 33.9417, -79.0067
KORVE, SOUTH CAROLINA, 34.5025, -81.5911
KREIS, SOUTH CAROLINA, 33.0592, -80.0261
KRISL, SOUTH CAROLINA, 34.8733, -80.9228
KRNKO, SOUTH CAROLINA, 34.8531, -82.9044
KT24S, SOUTH CAROLINA, 34, -82
KT27S, SOUTH CAROLINA, 34.5, -82
KT30S, SOUTH CAROLINA, 35, -82
KUCES, SOUTH CAROLINA, 32.2094, -80.9661
KUPPP, SOUTH CAROLINA, 34.2847, -82.4044
KURBY, SOUTH CAROLINA, 34.5981, -80.0025
KUWZU, SOUTH CAROLINA, 34.5589, -82.7553
KUYET, SOUTH CAROLINA, 33.8894, -81.5056
KWEEN, SOUTH CAROLINA, 34.6797, -80.845
LADRE, SOUTH CAROLINA, 33.1153, -80.1775
LAMKE, SOUTH CAROLINA, 33.065, -80.4733
LAMPP, SOUTH CAROLINA, 33.74, -78.8331
LANSR, SOUTH CAROLINA, 35.0319, -80.9194
LAPRE, SOUTH CAROLINA, 34.6756, -80.9478
LARDS, SOUTH CAROLINA, 34.1506, -79.9689
LASER, SOUTH CAROLINA, 32.3789, -80.6083
LASHE, SOUTH CAROLINA, 33.5606, -81.7686
LATNY, SOUTH CAROLINA, 32.8342, -80.6164
LAVIE, SOUTH CAROLINA, 34.2758, -79.0561
LCAPE, SOUTH CAROLINA, 34.5508, -79.5108
LEAVI, SOUTH CAROLINA, 35.0169, -82.3131
LEDAS, SOUTH CAROLINA, 34.0292, -81.5292
LEFKO, SOUTH CAROLINA, 32.2369, -80.7978
LEGNE, SOUTH CAROLINA, 32.7472, -80.9839
LEORR, SOUTH CAROLINA, 34.9719, -81.8956
LEPBI, SOUTH CAROLINA, 34.6867, -82.4489
LEYIV, SOUTH CAROLINA, 33.38, -79.2519
LEZJE, SOUTH CAROLINA, 33.8567, -81.2086
LGRHD, SOUTH CAROLINA, 32.5853, -80.2833
LIARS, SOUTH CAROLINA, 34.7867, -80.6036
LIBME, SOUTH CAROLINA, 32.8569, -80.7125
LIGLE, SOUTH CAROLINA, 34.7514, -80.6036
LIMDE, SOUTH CAROLINA, 32.6528, -80.0111
LIVYY, SOUTH CAROLINA, 32.8383, -79.9844
LIZEP, SOUTH CAROLINA, 34.0725, -79.1053
LLAPP, SOUTH CAROLINA, 34.7097, -80.4406
LLEXI, SOUTH CAROLINA, 32.8844, -80.1575
LOAFS, SOUTH CAROLINA, 34.3978, -80.79
LOCKS, SOUTH CAROLINA, 34.9275, -81.2922
LODSE, SOUTH CAROLINA, 33.3053, -81.4044
LOFMU, SOUTH CAROLINA, 34.4975, -80.11
LOIRN, SOUTH CAROLINA, 33.0114, -79.7231
LOMBA, SOUTH CAROLINA, 32.7036, -80.1139
LONCI, SOUTH CAROLINA, 34.5072, -79.9508
LONIA, SOUTH CAROLINA, 34.9803, -80.9461
LOTIY, SOUTH CAROLINA, 34.4225, -79.9147
LOYCI, SOUTH CAROLINA, 33.6747, -79.8917
LUCNE, SOUTH CAROLINA, 32.8294, -81.2069
LUKES, SOUTH CAROLINA, 34.0308, -82.1572
LUTHR, SOUTH CAROLINA, 33.1344, -80.2164
LYMEN, SOUTH CAROLINA, 34.965, -82.1656
LYNAM, SOUTH CAROLINA, 33.9267, -80.4389
MABDY, SOUTH CAROLINA, 34.8039, -82.7039
MACER, SOUTH CAROLINA, 34.235, -82.35
MACIR, SOUTH CAROLINA, 33.5844, -80.2114
MACLG, SOUTH CAROLINA, 32.7061, -80.0033
MACPY, SOUTH CAROLINA, 32.2222, -80.6964
MACVI, SOUTH CAROLINA, 32.8978, -79.7839
MADAZ, SOUTH CAROLINA, 33.6506, -81.6947
MADEY, SOUTH CAROLINA, 32.435, -80.5867
MADLY, SOUTH CAROLINA, 33.7153, -80.1994
MAGUH, SOUTH CAROLINA, 34.2875, -80.5583
MAHIL, SOUTH CAROLINA, 33.7939, -81.2436
MAKCP, SOUTH CAROLINA, 33.6808, -78.9203
MAMAE, SOUTH CAROLINA, 33.0733, -80.1697
MARFE, SOUTH CAROLINA, 34.0108, -78.9861
MARJO, SOUTH CAROLINA, 35.0308, -80.9361
MATHU, SOUTH CAROLINA, 33.6586, -80.7244
MAVIN, SOUTH CAROLINA, 34.7153, -82.7225
MAVNE, SOUTH CAROLINA, 32.7747, -79.7747
MCHLN, SOUTH CAROLINA, 34.2367, -81.9786
MEANS, SOUTH CAROLINA, 34.8628, -82.0133
MEECH, SOUTH CAROLINA, 32.4772, -80.4172
MEGEE, SOUTH CAROLINA, 32.9647, -80.2172
MELNM, SOUTH CAROLINA, 33.9697, -82.0894
MENGY, SOUTH CAROLINA, 34.1956, -79.6236
MEVAE, SOUTH CAROLINA, 34.4181, -80.3744
MHONY, SOUTH CAROLINA, 34.9378, -82.8825
MICKK, SOUTH CAROLINA, 33.0314, -80.4914
MILBY, SOUTH CAROLINA, 34.6839, -83.3117
MITVE, SOUTH CAROLINA, 34.5511, -81
MKENA, SOUTH CAROLINA, 32.8528, -79.9244
MLLET, SOUTH CAROLINA, 34.7583, -80.1808
MLTRE, SOUTH CAROLINA, 33.3358, -80.2553
MODAE, SOUTH CAROLINA, 32.2506, -81.0444
MONET, SOUTH CAROLINA, 33.9161, -81.7525
MOPPR, SOUTH CAROLINA, 33.5867, -80.0039
MORRL, SOUTH CAROLINA, 33.9333, -80.8189
MOSEE, SOUTH CAROLINA, 34.7583, -80.7211
MRISS, SOUTH CAROLINA, 33.0192, -80.0722
MUCEE, SOUTH CAROLINA, 35.0556, -81.8053
MUGSE, SOUTH CAROLINA, 33.2842, -79.9281
MULDE, SOUTH CAROLINA, 34.825, -82.2728
MUPAE, SOUTH CAROLINA, 33.8581, -78.6661
MUQTU, SOUTH CAROLINA, 33.8464, -78.6806
MURAY, SOUTH CAROLINA, 32.8731, -80.1864
MUTCY, SOUTH CAROLINA, 32.7728, -80.8086
MUZAK, SOUTH CAROLINA, 32.2297, -80.7094
MYERS, SOUTH CAROLINA, 33.0281, -80.0672
MYRAA, SOUTH CAROLINA, 32.9531, -80.075
NADZU, SOUTH CAROLINA, 34.0631, -82.5672
NAGRY, SOUTH CAROLINA, 35.0897, -82.2378
NALVE, SOUTH CAROLINA, 34.5314, -80.6264
NANIE, SOUTH CAROLINA, 33.1772, -81.3503
NASPE, SOUTH CAROLINA, 32.9017, -80.0347
NCNAL, SOUTH CAROLINA, 32.8106, -80.5819
NEANO, SOUTH CAROLINA, 35.0811, -81.9964
NELNE, SOUTH CAROLINA, 33.5947, -81.9217
NIMAE, SOUTH CAROLINA, 32.7631, -80.6014
NINJA, SOUTH CAROLINA, 33.2908, -80.7128
NINYI, SOUTH CAROLINA, 34.5936, -82.5431
NIVSE, SOUTH CAROLINA, 35.0833, -80.9406
NIXGY, SOUTH CAROLINA, 32.7139, -80.6819
NKLSS, SOUTH CAROLINA, 33.06, -80.3681
NOGBE, SOUTH CAROLINA, 34.1508, -82.5092
NOKNE, SOUTH CAROLINA, 34.6933, -81.1056
NOMAS, SOUTH CAROLINA, 32.3483, -80.8764
NOOKS, SOUTH CAROLINA, 33.9822, -81.0322
NORMS, SOUTH CAROLINA, 33.345, -81.1989
NOTBE, SOUTH CAROLINA, 34.0733, -80.9514
NTRST, SOUTH CAROLINA, 33.9475, -81.8883
NUCID, SOUTH CAROLINA, 33.2933, -80.0792
NURAE, SOUTH CAROLINA, 32.1825, -80.9672
NUTAL, SOUTH CAROLINA, 33.9956, -79.7253
NUWUR, SOUTH CAROLINA, 32.6842, -80.6336
NUXUE, SOUTH CAROLINA, 33.5039, -81.0189
NUXXY, SOUTH CAROLINA, 34.9278, -80.9417
NUYIP, SOUTH CAROLINA, 34.05, -79.8431
NWANT, SOUTH CAROLINA, 34.6642, -82.5594
NYLLA, SOUTH CAROLINA, 34.5772, -81.2833
OBNEE, SOUTH CAROLINA, 34.74, -80.6264
